Hydrogen,,,Helium,,,Nitrogen,,,Mystery Tube K,,,Mystery Tube I,,,Mercury Control,,,Mercury Clear Glasses,,,Mercury Sunglasses,,,Incandescant Bulb,,,CFL Bulb,,,Halogen Bulb,
312.243,337.28,,312.243,75.37,,312.243,11277.84,,312.243,25262.27,,312.243,217.29,,312.243,11537.07,,312.243,12.69,,312.243,88.05,,312.243,399.06,,312.243,460.25,,312.243,457.12
312.504,351.61,,312.504,10.89,,312.504,13405.39,,312.504,25924.89,,312.504,156.4,,312.504,12405.64,,312.504,-41.04,,312.504,66.56,,312.504,379.37,,312.504,334.89,,312.504,424.88
312.766,410.71,,312.766,95.07,,312.766,14818.38,,312.766,24519.06,,312.766,229.83,,312.766,11734.06,,312.766,41.34,,312.766,127.45,,312.766,338.18,,312.766,392.2,,312.766,514.43
313.028,260.27,,313.028,109.39,,313.028,14463.79,,313.028,21315.2,,313.028,174.31,,313.028,9855.44,,313.028,-8.81,,313.028,-5.07,,313.028,327.43,,313.028,250.72,,313.028,417.72
313.29,365.93,,313.29,48.5,,313.29,14286.5,,313.29,18261.77,,313.29,222.66,,313.29,7987.57,,313.29,-50,,313.29,18.21,,313.29,286.24,,313.29,349.22,,313.29,487.56
313.551,288.93,,313.551,-60.74,,313.551,13666.85,,313.551,15292.51,,313.551,117,,313.551,5976.42,,313.551,19.85,,313.551,32.53,,313.551,280.87,,313.551,263.26,,313.551,406.97
313.813,421.45,,313.813,78.95,,313.813,13380.32,,313.813,13252.72,,313.813,226.25,,313.813,4681.63,,313.813,3.73,,313.813,-3.28,,313.813,343.55,,313.813,186.25,,313.813,537.71
314.075,322.95,,314.075,39.55,,314.075,15355.64,,314.075,14012.04,,314.075,82.98,,314.075,4319.87,,314.075,-80.44,,314.075,73.72,,314.075,361.46,,314.075,128.94,,314.075,453.54
314.336,448.31,,314.336,118.35,,314.336,19035.88,,314.336,16467.32,,314.336,253.11,,314.336,4087.06,,314.336,91.48,,314.336,89.84,,314.336,420.56,,314.336,171.92,,314.336,530.54
314.598,371.31,,314.598,52.08,,314.598,23899.87,,314.598,20349.92,,314.598,190.43,,314.598,3195.21,,314.598,-73.28,,314.598,23.58,,314.598,415.18,,314.598,28.65,,314.598,326.39
314.86,383.84,,314.86,35.97,,314.86,28031.4,,314.86,24528.02,,314.86,167.15,,314.86,2401.85,,314.86,69.99,,314.86,-22.98,,314.86,300.57,,314.86,57.31,,314.86,457.12
315.121,349.82,,315.121,-15.97,,315.121,29876,,315.121,25978.62,,315.121,206.55,,315.121,1696.25,,315.121,64.62,,315.121,62.98,,315.121,372.2,,315.121,25.07,,315.121,408.77
315.383,382.05,,315.383,-7.01,,315.383,27734.12,,315.383,24280.88,,315.383,210.13,,315.383,953.04,,315.383,-23.13,,315.383,32.53,,315.383,388.32,,315.383,82.38,,315.383,412.35
315.644,305.04,,315.644,64.62,,315.644,23710.04,,315.644,21032.24,,315.644,213.71,,315.644,653.97,,315.644,16.27,,315.644,2.09,,315.644,388.32,,315.644,21.49,,315.644,423.09
315.906,256.69,,315.906,25.22,,315.906,17334.55,,315.906,15394.59,,315.906,99.09,,315.906,412.2,,315.906,-66.11,,315.906,-21.19,,315.906,375.78,,315.906,-78.8,,315.906,417.72
316.167,365.93,,316.167,52.08,,316.167,11406.78,,316.167,10233.31,,316.167,138.49,,316.167,392.5,,316.167,69.99,,316.167,123.87,,316.167,379.37,,316.167,114.62,,316.167,525.17
316.429,374.89,,316.429,130.88,,316.429,7776.69,,316.429,6864.69,,316.429,125.96,,316.429,315.49,,316.429,-5.22,,316.429,27.16,,316.429,386.53,,316.429,145.06,,316.429,437.42
316.69,254.9,,316.69,27.01,,316.69,5824.65,,316.69,5192.02,,316.69,74.02,,316.69,276.09,,316.69,-62.53,,316.69,109.54,,316.69,386.53,,316.69,-19.7,,316.69,446.37
316.952,229.83,,316.952,37.76,,316.952,4434.93,,316.952,4047.66,,316.952,57.9,,316.952,227.74,,316.952,-50,,316.952,11.04,,316.952,311.31,,316.952,42.98,,316.952,362.2
317.213,238.78,,317.213,93.27,,317.213,3199.24,,317.213,3209.53,,317.213,111.63,,317.213,231.32,,317.213,-30.3,,317.213,3.88,,317.213,348.92,,317.213,32.24,,317.213,433.84
317.475,385.63,,317.475,250.87,,317.475,2491.84,,317.475,2584.52,,317.475,256.69,,317.475,340.56,,317.475,109.39,,317.475,104.17,,317.475,504.73,,317.475,118.2,,317.475,505.47
317.736,183.27,,317.736,293.85,,317.736,1605.36,,317.736,2151.13,,317.736,52.53,,317.736,276.09,,317.736,50.29,,317.736,131.03,,317.736,397.27,,317.736,112.82,,317.736,566.36
317.998,247.74,,317.998,378.02,,317.998,1252.56,,317.998,1798.33,,317.998,124.17,,317.998,88.05,,317.998,68.2,,317.998,43.28,,317.998,332.8,,317.998,-1.79,,317.998,512.64
318.259,253.11,,318.259,394.14,,318.259,908.72,,318.259,1547.61,,318.259,111.63,,318.259,168.64,,318.259,27.01,,318.259,16.42,,318.259,445.63,,318.259,71.63,,318.259,467.86
318.521,433.99,,318.521,499.8,,318.521,878.27,,318.521,1594.17,,318.521,285.34,,318.521,385.33,,318.521,249.08,,318.521,231.32,,318.521,563.82,,318.521,202.37,,318.521,618.3
318.782,263.85,,318.782,410.26,,318.782,659.79,,318.782,1361.36,,318.782,122.38,,318.782,188.34,,318.782,61.04,,318.782,62.98,,318.782,449.21,,318.782,102.08,,318.782,525.17
319.043,204.76,,319.043,335.04,,319.043,668.74,,319.043,1341.66,,319.043,134.91,,319.043,220.58,,319.043,5.52,,319.043,-28.36,,319.043,370.41,,319.043,57.31,,319.043,469.65
319.305,219.08,,319.305,238.33,,319.305,681.28,,319.305,1289.72,,319.305,109.84,,319.305,159.69,,319.305,10.89,,319.305,32.53,,319.305,320.27,,319.305,-7.16,,319.305,435.63
319.566,358.77,,319.566,277.73,,319.566,720.67,,319.566,1450.9,,319.566,249.53,,319.566,302.96,,319.566,112.97,,319.566,186.55,,319.566,465.33,,319.566,100.29,,319.566,577.11
319.827,183.27,,319.827,177.45,,319.827,677.69,,319.827,1434.78,,319.827,118.79,,319.827,143.57,,319.827,-84.02,,319.827,71.93,,319.827,467.12,,319.827,77.01,,319.827,569.94
320.089,217.29,,320.089,132.67,,320.089,579.2,,320.089,1490.3,,320.089,93.72,,320.089,134.61,,320.089,-32.09,,320.089,-87.45,,320.089,416.97,,320.089,5.37,,320.089,473.24
320.35,262.06,,320.35,127.3,,320.35,600.69,,320.35,1703.41,,320.35,0.6,,320.35,132.82,,320.35,12.69,,320.35,0.3,,320.35,528.01,,320.35,57.31,,320.35,546.66
320.611,272.81,,320.611,129.09,,320.611,543.38,,320.611,1676.55,,320.611,120.59,,320.611,131.03,,320.611,18.06,,320.611,66.56,,320.611,474.28,,320.611,28.65,,320.611,589.64
320.872,192.22,,320.872,-8.81,,320.872,563.08,,320.872,1778.63,,320.872,32.83,,320.872,109.54,,320.872,23.43,,320.872,-24.77,,320.872,386.53,,320.872,17.91,,320.872,478.61
321.134,115.21,,321.134,41.34,,321.134,462.79,,321.134,2022.19,,321.134,63.28,,321.134,79.1,,321.134,25.22,,321.134,50.44,,321.134,382.95,,321.134,10.75,,321.134,478.61
321.395,197.59,,321.395,-10.6,,321.395,434.14,,321.395,2213.81,,321.395,25.67,,321.395,114.91,,321.395,-21.34,,321.395,37.91,,321.395,454.58,,321.395,57.31,,321.395,523.38
321.656,290.72,,321.656,12.69,,321.656,502.19,,321.656,2539.75,,321.656,79.4,,321.656,166.85,,321.656,23.43,,321.656,36.12,,321.656,409.81,,321.656,118.2,,321.656,562.78
321.917,185.06,,321.917,-58.95,,321.917,512.93,,321.917,2944.48,,321.917,43.58,,321.917,84.47,,321.917,-10.6,,321.917,-42.68,,321.917,318.48,,321.917,3.58,,321.917,566.36
322.178,152.82,,322.178,-1.64,,322.178,466.37,,322.178,3519.35,,322.178,31.04,,322.178,37.91,,322.178,3.73,,322.178,-19.4,,322.178,390.11,,322.178,23.28,,322.178,528.75
322.44,220.87,,322.44,27.01,,322.44,412.65,,322.44,4339.57,,322.44,47.16,,322.44,129.24,,322.44,-42.83,,322.44,3.88,,322.44,402.65,,322.44,8.95,,322.44,485.77
322.701,226.25,,322.701,25.22,,322.701,387.57,,322.701,5276.19,,322.701,145.66,,322.701,107.75,,322.701,-33.88,,322.701,0.3,,322.701,481.44,,322.701,64.47,,322.701,494.73
322.962,190.43,,322.962,-1.64,,322.962,482.49,,322.962,6291.62,,322.962,65.07,,322.962,102.38,,322.962,50.29,,322.962,39.7,,322.962,472.49,,322.962,41.19,,322.962,668.44
323.223,206.55,,323.223,-26.71,,323.223,477.12,,323.223,6526.22,,323.223,75.81,,323.223,64.77,,323.223,39.55,,323.223,43.28,,323.223,481.44,,323.223,55.52,,323.223,501.89
323.484,330.12,,323.484,5.52,,323.484,568.45,,323.484,6205.65,,323.484,124.17,,323.484,109.54,,323.484,-24.92,,323.484,43.28,,323.484,449.21,,323.484,119.99,,323.484,675.6
323.745,167.15,,323.745,-12.39,,323.745,767.24,,323.745,5673.77,,323.745,27.46,,323.745,86.26,,323.745,-15.97,,323.745,52.23,,323.745,382.95,,323.745,59.1,,323.745,650.53
324.006,208.34,,324.006,89.69,,324.006,905.13,,324.006,4883.99,,324.006,109.84,,324.006,150.73,,324.006,0.15,,324.006,57.61,,324.006,415.18,,324.006,46.56,,324.006,537.71
324.267,197.59,,324.267,37.76,,324.267,1180.93,,324.267,4267.94,,324.267,168.94,,324.267,95.21,,324.267,-5.22,,324.267,27.16,,324.267,511.89,,324.267,39.4,,324.267,670.23
324.528,185.06,,324.528,35.97,,324.528,1573.13,,324.528,3861.41,,324.528,95.51,,324.528,129.24,,324.528,32.38,,324.528,7.46,,324.528,476.07,,324.528,25.07,,324.528,659.49
324.789,217.29,,324.789,-41.04,,324.789,1997.56,,324.789,3741.42,,324.789,109.84,,324.789,116.7,,324.789,3.73,,324.789,75.51,,324.789,474.28,,324.789,21.49,,324.789,544.87
325.05,219.08,,325.05,0.15,,325.05,2735.4,,325.05,3829.17,,325.05,90.14,,325.05,39.7,,325.05,-51.79,,325.05,-21.19,,325.05,391.9,,325.05,37.61,,325.05,532.34
325.311,159.98,,325.311,-14.18,,325.311,3702.47,,325.311,4280.47,,325.311,63.28,,325.311,93.42,,325.311,-15.97,,325.311,-28.36,,325.311,408.02,,325.311,66.26,,325.311,473.24
325.572,254.9,,325.572,68.2,,325.572,4631.93,,325.572,4921.6,,325.572,202.96,,325.572,141.78,,325.572,35.97,,325.572,70.14,,325.572,502.94,,325.572,141.48,,325.572,600.39
325.833,296.09,,325.833,59.25,,325.833,5412.75,,325.833,5243.96,,325.833,74.02,,325.833,18.21,,325.833,-53.58,,325.833,18.21,,325.833,517.26,,325.833,26.86,,325.833,602.18
326.094,222.66,,326.094,3.73,,326.094,5731.52,,326.094,5489.31,,326.094,41.79,,326.094,48.65,,326.094,39.55,,326.094,62.98,,326.094,536.96,,326.094,171.92,,326.094,573.53
326.355,258.48,,326.355,44.92,,326.355,5738.69,,326.355,5646.9,,326.355,131.33,,326.355,131.03,,326.355,23.43,,326.355,3.88,,326.355,528.01,,326.355,41.19,,326.355,666.65
326.616,208.34,,326.616,12.69,,326.616,5867.63,,326.616,5811.66,,326.616,4.18,,326.616,125.66,,326.616,-12.39,,326.616,-46.26,,326.616,490.4,,326.616,23.28,,326.616,559.2
326.877,308.63,,326.877,3.73,,326.877,5760.18,,326.877,6064.18,,326.877,77.6,,326.877,182.97,,326.877,27.01,,326.877,134.61,,326.877,633.67,,326.877,96.71,,326.877,704.26
327.138,222.66,,327.138,0.15,,327.138,6182.82,,327.138,6705.31,,327.138,52.53,,327.138,66.56,,327.138,21.64,,327.138,41.49,,327.138,379.37,,327.138,50.14,,327.138,620.09
327.398,256.69,,327.398,-46.41,,327.398,6840.07,,327.398,7663.42,,327.398,75.81,,327.398,129.24,,327.398,-10.6,,327.398,2.09,,327.398,526.22,,327.398,85.96,,327.398,691.72
327.659,231.62,,327.659,68.2,,327.659,7287.79,,327.659,8805.99,,327.659,63.28,,327.659,113.12,,327.659,39.55,,327.659,41.49,,327.659,449.21,,327.659,128.94,,327.659,680.98
327.92,245.95,,327.92,105.81,,327.92,7441.8,,327.92,10775.95,,327.92,106.26,,327.92,59.4,,327.92,-42.83,,327.92,-30.15,,327.92,642.62,,327.92,87.75,,327.92,616.51
328.181,199.38,,328.181,61.04,,328.181,6739.78,,328.181,12151.33,,328.181,47.16,,328.181,30.74,,328.181,-44.62,,328.181,9.25,,328.181,384.74,,328.181,112.82,,328.181,627.25
328.442,335.49,,328.442,69.99,,328.442,6338.63,,328.442,14366.64,,328.442,145.66,,328.442,234.9,,328.442,130.88,,328.442,91.63,,328.442,587.11,,328.442,154.01,,328.442,765.15
328.702,253.11,,328.702,104.02,,328.702,5380.51,,328.702,16082.29,,328.702,117,,328.702,79.1,,328.702,86.11,,328.702,7.46,,328.702,495.77,,328.702,82.38,,328.702,725.75
328.963,262.06,,328.963,78.95,,328.963,4916.68,,328.963,17269.63,,328.963,136.7,,328.963,150.73,,328.963,-28.5,,328.963,9.25,,328.963,528.01,,328.963,132.52,,328.963,781.27
329.224,194.01,,329.224,55.67,,329.224,4685.66,,329.224,17527.52,,329.224,108.05,,329.224,2.09,,329.224,1.94,,329.224,41.49,,329.224,510.1,,329.224,162.97,,329.224,684.56
329.485,159.98,,329.485,28.8,,329.485,4506.57,,329.485,16685.81,,329.485,249.53,,329.485,159.69,,329.485,-91.18,,329.485,21.79,,329.485,617.55,,329.485,139.69,,329.485,639.79
329.745,238.78,,329.745,59.25,,329.745,4452.84,,329.745,14762.42,,329.745,156.4,,329.745,36.12,,329.745,-14.18,,329.745,12.83,,329.745,576.36,,329.745,44.77,,329.745,664.86
330.006,244.15,,330.006,64.62,,330.006,4497.61,,330.006,12253.41,,330.006,84.77,,330.006,150.73,,330.006,1.94,,330.006,50.44,,330.006,576.36,,330.006,123.57,,330.006,673.81
330.267,186.85,,330.267,-8.81,,330.267,4225.4,,330.267,9713.96,,330.267,161.78,,330.267,93.42,,330.267,34.18,,330.267,39.7,,330.267,621.13,,330.267,41.19,,330.267,817.08
330.527,249.53,,330.527,37.76,,330.527,3960.35,,330.527,7640.14,,330.527,86.56,,330.527,152.52,,330.527,7.31,,330.527,66.56,,330.527,583.52,,330.527,82.38,,330.527,707.84
330.788,247.74,,330.788,-58.95,,330.788,3398.02,,330.788,5868.97,,330.788,136.7,,330.788,84.47,,330.788,-7.01,,330.788,28.95,,330.788,540.54,,330.788,91.33,,330.788,731.12
331.049,215.5,,331.049,46.71,,331.049,3023.73,,331.049,4832.06,,331.049,111.63,,331.049,93.42,,331.049,-8.81,,331.049,70.14,,331.049,596.06,,331.049,170.13,,331.049,757.98
331.309,288.93,,331.309,16.27,,331.309,2622.58,,331.309,3913.34,,331.309,43.58,,331.309,75.51,,331.309,-64.32,,331.309,-24.77,,331.309,549.5,,331.309,91.33,,331.309,781.27
331.57,131.33,,331.57,98.65,,331.57,2708.54,,331.57,3506.82,,331.57,185.06,,331.57,136.4,,331.57,62.83,,331.57,37.91,,331.57,610.39,,331.57,189.83,,331.57,720.38
331.83,185.06,,331.83,-42.83,,331.83,2898.37,,331.83,3329.52,,331.83,122.38,,331.83,41.49,,331.83,-15.97,,331.83,0.3,,331.83,664.11,,331.83,145.06,,331.83,772.31
332.091,251.32,,332.091,-76.86,,332.091,3329.97,,332.091,3268.63,,332.091,129.54,,332.091,111.33,,332.091,-1.64,,332.091,-24.77,,332.091,560.24,,332.091,35.82,,332.091,738.29
332.351,249.53,,332.351,57.46,,332.351,3723.96,,332.351,3333.1,,332.351,120.59,,332.351,157.89,,332.351,-33.88,,332.351,27.16,,332.351,587.11,,332.351,139.69,,332.351,772.31
332.612,290.72,,332.612,39.55,,332.612,4579.99,,332.612,3859.62,,332.612,186.85,,332.612,474.88,,332.612,105.81,,332.612,184.76,,332.612,717.84,,332.612,189.83,,332.612,770.52
332.873,262.06,,332.873,127.3,,332.873,5081.44,,332.873,4335.99,,332.873,172.52,,332.873,551.89,,332.873,27.01,,332.873,39.7,,332.873,716.05,,332.873,162.97,,332.873,804.55
333.133,188.64,,333.133,19.85,,333.133,5627.65,,333.133,4524.03,,333.133,201.17,,333.133,892.15,,333.133,-19.55,,333.133,-42.68,,333.133,635.46,,333.133,195.2,,333.133,761.57
333.393,285.34,,333.393,46.71,,333.393,6154.17,,333.393,4998.61,,333.393,265.65,,333.393,1241.37,,333.393,27.01,,333.393,20,,333.393,705.3,,333.393,290.12,,333.393,784.85
333.654,263.85,,333.654,37.76,,333.654,6680.68,,333.654,5553.78,,333.654,183.27,,333.654,1253.91,,333.654,32.38,,333.654,27.16,,333.654,601.43,,333.654,245.35,,333.654,854.69
333.914,340.86,,333.914,18.06,,333.914,7259.13,,333.914,6436.68,,333.914,229.83,,333.914,1284.35,,333.914,55.67,,333.914,105.96,,333.914,662.32,,333.914,327.73,,333.914,779.48
334.175,351.61,,334.175,112.97,,334.175,8946.13,,334.175,7914.14,,334.175,276.39,,334.175,1096.31,,334.175,37.76,,334.175,77.31,,334.175,737.54,,334.175,268.63,,334.175,888.72
334.435,391.01,,334.435,69.99,,334.435,11659.29,,334.435,10346.14,,334.435,276.39,,334.435,818.72,,334.435,68.2,,334.435,7.46,,334.435,775.15,,334.435,248.93,,334.435,877.97
334.696,371.31,,334.696,21.64,,334.696,15808.73,,334.696,13915.34,,334.696,254.9,,334.696,639.64,,334.696,-26.71,,334.696,62.98,,334.696,685.6,,334.696,195.2,,334.696,912
334.956,339.07,,334.956,39.55,,334.956,21480.41,,334.956,18720.23,,334.956,245.95,,334.956,405.03,,334.956,-89.39,,334.956,-51.64,,334.956,648,,334.956,145.06,,334.956,713.21
335.216,426.82,,335.216,43.13,,335.216,28814.01,,335.216,25539.86,,335.216,398.17,,335.216,496.37,,335.216,77.16,,335.216,91.63,,335.216,678.44,,335.216,186.25,,335.216,829.62
335.477,468.01,,335.477,12.69,,335.477,37447.78,,335.477,34026.78,,335.477,414.29,,335.477,523.23,,335.477,39.55,,335.477,52.23,,335.477,705.3,,335.477,205.95,,335.477,781.27
335.737,484.13,,335.737,44.92,,335.737,48407.89,,335.737,45611.9,,335.737,450.1,,335.737,496.37,,335.737,3.73,,335.737,50.44,,335.737,701.72,,335.737,125.36,,335.737,876.18
335.997,464.43,,335.997,30.59,,335.997,55943.86,,335.997,54594.89,,335.997,432.2,,335.997,403.24,,335.997,-21.34,,335.997,9.25,,335.997,610.39,,335.997,159.39,,335.997,849.32
336.258,595.16,,336.258,61.04,,336.258,59299.95,,336.258,59294.13,,336.258,435.78,,336.258,231.32,,336.258,18.06,,336.258,30.74,,336.258,707.09,,336.258,220.28,,336.258,980.05
336.518,537.86,,336.518,66.41,,336.518,58130.51,,336.518,58581.36,,336.518,349.82,,336.518,220.58,,336.518,5.52,,336.518,5.67,,336.518,742.91,,336.518,175.51,,336.518,965.73
336.778,577.26,,336.778,98.65,,336.778,53300.54,,336.778,54281.49,,336.778,380.26,,336.778,179.39,,336.778,18.06,,336.778,97.01,,336.778,717.84,,336.778,222.07,,336.778,931.7
337.038,437.57,,337.038,75.37,,337.038,42541.01,,337.038,44225.77,,337.038,265.65,,337.038,113.12,,337.038,3.73,,337.038,21.79,,337.038,705.3,,337.038,123.57,,337.038,895.88
337.299,374.89,,337.299,18.06,,337.299,29320.83,,337.299,29956.14,,337.299,228.04,,337.299,105.96,,337.299,1.94,,337.299,32.53,,337.299,723.21,,337.299,173.71,,337.299,962.14
337.559,310.42,,337.559,7.31,,337.559,19848.93,,337.559,19945.19,,337.559,269.23,,337.559,70.14,,337.559,32.38,,337.559,43.28,,337.559,767.98,,337.559,261.47,,337.559,937.07
337.819,321.16,,337.819,10.89,,337.819,14703.77,,337.819,14427.53,,337.819,301.46,,337.819,114.91,,337.819,9.1,,337.819,70.14,,337.819,725,,337.819,241.77,,337.819,879.76
338.079,287.14,,338.079,-12.39,,338.079,10749.53,,338.079,10858.33,,338.079,86.56,,338.079,93.42,,338.079,-7.01,,338.079,-69.55,,338.079,698.14,,338.079,50.14,,338.079,813.5
338.34,249.53,,338.34,0.15,,338.34,7934.29,,338.34,8539.15,,338.34,122.38,,338.34,68.35,,338.34,-82.23,,338.34,-64.17,,338.34,660.53,,338.34,84.17,,338.34,842.16
338.6,143.87,,338.6,-14.18,,338.6,5736.89,,338.6,6991.84,,338.6,151.03,,338.6,-17.61,,338.6,-10.6,,338.6,-65.96,,338.6,705.3,,338.6,105.66,,338.6,856.48
338.86,208.34,,338.86,1.94,,338.86,4048.11,,338.86,5535.87,,338.86,192.22,,338.86,68.35,,338.86,-3.43,,338.86,36.12,,338.86,701.72,,338.86,162.97,,338.86,897.67
339.12,314,,339.12,18.06,,339.12,3138.35,,339.12,4821.31,,339.12,57.9,,339.12,107.75,,339.12,46.71,,339.12,27.16,,339.12,723.21,,339.12,222.07,,339.12,901.25
339.38,220.87,,339.38,0.15,,339.38,2353.95,,339.38,4570.59,,339.38,154.61,,339.38,86.26,,339.38,141.63,,339.38,46.86,,339.38,742.91,,339.38,103.87,,339.38,894.09
339.64,217.29,,339.64,12.69,,339.64,1981.45,,339.64,4606.41,,339.64,115.21,,339.64,62.98,,339.64,-57.16,,339.64,-14.03,,339.64,776.94,,339.64,146.85,,339.64,840.36
339.9,331.91,,339.9,170.28,,339.9,1687.74,,339.9,5186.65,,339.9,211.92,,339.9,195.5,,339.9,50.29,,339.9,20,,339.9,746.49,,339.9,207.74,,339.9,926.33
340.16,292.51,,340.16,14.48,,340.16,1356.43,,340.16,5602.13,,340.16,108.05,,340.16,188.34,,340.16,-24.92,,340.16,93.42,,340.16,805.59,,340.16,318.77,,340.16,924.54
340.42,220.87,,340.42,-14.18,,340.42,980.35,,340.42,5996.12,,340.42,140.28,,340.42,43.28,,340.42,14.48,,340.42,20,,340.42,848.57,,340.42,118.2,,340.42,983.63
340.68,263.85,,340.68,-1.64,,340.68,824.55,,340.68,6400.86,,340.68,91.93,,340.68,54.02,,340.68,-33.88,,340.68,-1.49,,340.68,810.96,,340.68,177.3,,340.68,976.47
340.94,118.79,,340.94,-105.51,,340.94,785.15,,340.94,6454.58,,340.94,57.9,,340.94,-14.03,,340.94,48.5,,340.94,28.95,,340.94,796.64,,340.94,170.13,,340.94,963.93
341.2,158.19,,341.2,16.27,,341.2,831.71,,341.2,6114.32,,341.2,31.04,,341.2,45.07,,341.2,16.27,,341.2,16.42,,341.2,812.76,,341.2,225.65,,341.2,1014.08
341.46,231.62,,341.46,-5.22,,341.46,683.07,,341.46,5179.49,,341.46,104.47,,341.46,55.82,,341.46,75.37,,341.46,14.63,,341.46,725,,341.46,170.13,,341.46,1010.5
341.72,213.71,,341.72,41.34,,341.72,692.02,,341.72,4520.45,,341.72,41.79,,341.72,79.1,,341.72,-41.04,,341.72,16.42,,341.72,818.13,,341.72,173.71,,341.72,1006.92
341.98,177.89,,341.98,84.32,,341.98,622.18,,341.98,3870.36,,341.98,122.38,,341.98,95.21,,341.98,39.55,,341.98,48.65,,341.98,848.57,,341.98,150.43,,341.98,1017.66
342.24,215.5,,342.24,25.22,,342.24,652.62,,342.24,3435.18,,342.24,129.54,,342.24,46.86,,342.24,19.85,,342.24,-6.86,,342.24,902.3,,342.24,121.78,,342.24,969.31
342.5,256.69,,342.5,14.48,,342.5,804.85,,342.5,3250.72,,342.5,102.68,,342.5,131.03,,342.5,-28.5,,342.5,71.93,,342.5,843.2,,342.5,173.71,,342.5,1069.6
342.76,154.61,,342.76,-32.09,,342.76,622.18,,342.76,2919.41,,342.76,70.44,,342.76,25.37,,342.76,-53.58,,342.76,-39.1,,342.76,877.23,,342.76,75.22,,342.76,1003.33
343.02,342.65,,343.02,102.23,,343.02,749.33,,343.02,2700.93,,343.02,122.38,,343.02,222.37,,343.02,78.95,,343.02,54.02,,343.02,995.42,,343.02,306.24,,343.02,1126.9
343.28,181.47,,343.28,59.25,,343.28,795.89,,343.28,2512.89,,343.28,133.12,,343.28,163.27,,343.28,-3.43,,343.28,66.56,,343.28,936.33,,343.28,254.3,,343.28,1139.44
343.54,217.29,,343.54,39.55,,343.54,862.15,,343.54,2505.72,,343.54,151.03,,343.54,77.31,,343.54,123.72,,343.54,43.28,,343.54,895.14,,343.54,218.49,,343.54,1082.13
343.799,177.89,,343.799,16.27,,343.799,887.23,,343.799,2249.63,,343.799,106.26,,343.799,41.49,,343.799,12.69,,343.799,50.44,,343.799,889.76,,343.799,166.55,,343.799,1060.64
344.059,301.46,,344.059,-32.09,,344.059,989.3,,344.059,2179.78,,344.059,147.45,,344.059,116.7,,344.059,18.06,,344.059,27.16,,344.059,964.98,,344.059,152.22,,344.059,1014.08
344.319,195.8,,344.319,35.97,,344.319,824.55,,344.319,2235.3,,344.319,129.54,,344.319,82.68,,344.319,87.9,,344.319,-1.49,,344.319,916.63,,344.319,236.39,,344.319,1057.06
344.579,297.88,,344.579,232.96,,344.579,1023.33,,344.579,2271.12,,344.579,228.04,,344.579,247.44,,344.579,114.76,,344.579,218.78,,344.579,1061.69,,344.579,313.4,,344.579,1232.56
344.839,111.63,,344.839,28.8,,344.839,829.92,,344.839,2170.83,,344.839,122.38,,344.839,125.66,,344.839,-39.25,,344.839,21.79,,344.839,877.23,,344.839,127.15,,344.839,1042.73
345.098,124.17,,345.098,61.04,,345.098,788.73,,345.098,2256.79,,345.098,68.65,,345.098,75.51,,345.098,-23.13,,345.098,25.37,,345.098,956.02,,345.098,180.88,,345.098,992.59
345.358,163.57,,345.358,0.15,,345.358,758.28,,345.358,2419.76,,345.358,48.95,,345.358,152.52,,345.358,-35.67,,345.358,20,,345.358,918.42,,345.358,166.55,,345.358,1151.98
345.618,172.52,,345.618,-8.81,,345.618,729.63,,345.618,2564.82,,345.618,-10.15,,345.618,73.72,,345.618,-35.67,,345.618,-30.15,,345.618,905.88,,345.618,78.8,,345.618,1019.45
