Hydrogen,,,Helium,,,Nitrogen,,,Mystery Tube K,,,Mystery Tube I,,,Mercury Control,,,Mercury Clear Glasses,,,Mercury Sunglasses,,,Incandescant Bulb,,,CFL Bulb,,,Halogen Bulb,
842.848,-62.08,,842.848,59.25,,842.848,152.97,,842.848,59.4,,842.848,498.46,,842.848,11644.52,,842.848,10347.78,,842.848,5784.8,,842.848,11808.68,,842.848,1541.94,,842.848,11436.93
843.069,-10.15,,843.069,23.43,,843.069,176.25,,843.069,55.82,,843.069,430.41,,843.069,12126.26,,843.069,10589.55,,843.069,6126.86,,843.069,11529.31,,843.069,1740.72,,843.069,11279.33
843.291,-74.62,,843.291,-60.74,,843.291,219.23,,843.291,123.87,,843.291,401.75,,843.291,11479.76,,843.291,10186.6,,843.291,5689.88,,843.291,11677.95,,843.291,1706.7,,843.291,11626.76
843.512,14.92,,843.512,9.1,,843.512,195.95,,843.512,455.18,,843.512,423.24,,843.512,10242.27,,843.512,9121.04,,843.512,5020.1,,843.512,11224.86,,843.512,1423.74,,843.512,11202.32
843.733,-15.52,,843.733,18.06,,843.733,333.85,,843.733,1599.54,,843.733,322.95,,843.733,8879.42,,843.733,7944.44,,843.733,4466.72,,843.733,11627.8,,843.733,1312.71,,843.733,11517.52
843.955,-2.98,,843.955,-28.5,,843.955,195.95,,843.955,3211.32,,843.955,224.46,,843.955,7555.97,,843.955,6769.63,,843.955,3752.17,,843.955,11441.55,,843.955,1201.67,,843.955,11195.16
844.176,118.79,,844.176,7.31,,844.176,265.79,,844.176,4606.41,,844.176,147.45,,844.176,6583.53,,844.176,5899.27,,844.176,3198.79,,844.176,11556.17,,844.176,1092.43,,844.176,11417.23
844.397,172.52,,844.397,35.97,,844.397,197.74,,844.397,5492.89,,844.397,136.7,,844.397,5320.97,,844.397,5016.37,,844.397,2661.53,,844.397,11353.8,,844.397,918.71,,844.397,11322.31
844.618,231.62,,844.618,89.69,,844.618,335.64,,844.618,5689.88,,844.618,208.34,,844.618,4814.15,,844.618,4351.96,,844.618,2287.24,,844.618,11529.31,,844.618,952.74,,844.618,11273.96
844.839,152.82,,844.839,-21.34,,844.839,258.63,,844.839,5224.26,,844.839,129.54,,844.839,4067.36,,844.839,3655.31,,844.839,1907.57,,844.839,11375.29,,844.839,771.86,,844.839,11177.25
845.061,151.03,,845.061,-8.81,,845.061,335.64,,845.061,4121.08,,845.061,41.79,,845.061,3560.54,,845.061,3286.39,,845.061,1692.67,,845.061,11371.71,,845.061,687.69,,845.061,11166.51
845.282,147.45,,845.282,-62.53,,845.282,339.22,,845.282,3220.28,,845.282,9.55,,845.282,2761.82,,845.282,2518.11,,845.282,1309.42,,845.282,11103.08,,845.282,664.41,,845.282,11012.49
845.503,74.02,,845.503,-8.81,,845.503,323.1,,845.503,2811.96,,845.503,0.6,,845.503,2092.03,,845.503,1898.47,,845.503,1083.77,,845.503,11210.53,,845.503,571.29,,845.503,10976.67
845.724,129.54,,845.724,46.71,,845.724,401.9,,845.724,2040.1,,845.724,43.58,,845.724,1547.61,,845.724,1407.77,,845.724,773.95,,845.724,11165.76,,845.724,490.7,,845.724,10733.12
845.945,108.05,,845.945,-66.11,,845.945,414.44,,845.945,1685.5,,845.945,-10.15,,845.945,1046.17,,845.945,1085.41,,845.945,548.3,,845.945,11171.13,,845.945,376.08,,845.945,10734.91
846.166,88.35,,846.166,19.85,,846.166,434.14,,846.166,1338.08,,846.166,75.81,,846.166,845.59,,846.166,757.69,,846.166,430.11,,846.166,11115.62,,846.166,268.63,,846.166,10811.91
846.387,4.18,,846.387,3.73,,846.387,478.91,,846.387,1073.03,,846.387,91.93,,846.387,532.19,,846.387,526.66,,846.387,299.37,,846.387,11088.75,,846.387,211.32,,846.387,10774.31
846.608,97.3,,846.608,48.5,,846.608,478.91,,846.608,922.6,,846.608,108.05,,846.608,433.69,,846.608,399.51,,846.608,215.2,,846.608,10992.05,,846.608,189.83,,846.608,10910.41
846.829,-1.19,,846.829,-92.98,,846.829,496.82,,846.829,752.46,,846.829,-24.48,,846.829,215.2,,846.829,268.78,,846.829,104.17,,846.829,11094.12,,846.829,66.26,,846.829,10849.52
847.05,5.97,,847.05,37.76,,847.05,598.9,,847.05,711.27,,847.05,34.62,,847.05,236.69,,847.05,250.87,,847.05,77.31,,847.05,10850.57,,847.05,30.44,,847.05,10729.53
847.271,-6.57,,847.271,30.59,,847.271,738.58,,847.271,619.94,,847.271,84.77,,847.271,254.6,,847.271,170.28,,847.271,107.75,,847.271,11079.8,,847.271,5.37,,847.271,10802.96
847.492,29.25,,847.492,50.29,,847.492,659.79,,847.492,465.92,,847.492,57.9,,847.492,166.85,,847.492,114.76,,847.492,23.58,,847.492,10988.46,,847.492,37.61,,847.492,10731.32
847.713,54.32,,847.713,-41.04,,847.713,684.86,,847.713,351.31,,847.713,11.34,,847.713,145.36,,847.713,138.05,,847.713,61.19,,847.713,10972.35,,847.713,41.19,,847.713,10946.23
847.934,52.53,,847.934,12.69,,847.934,686.65,,847.934,258.18,,847.934,-15.52,,847.934,111.33,,847.934,35.97,,847.934,-5.07,,847.934,10746.7,,847.934,-48.35,,847.934,10550.45
848.155,-29.85,,848.155,3.73,,848.155,666.95,,848.155,191.92,,848.155,43.58,,848.155,168.64,,848.155,98.65,,848.155,84.47,,848.155,11076.22,,848.155,77.01,,848.155,10647.15
848.376,-79.99,,848.376,10.89,,848.376,754.7,,848.376,191.92,,848.376,75.81,,848.376,37.91,,848.376,9.1,,848.376,3.88,,848.376,11047.56,,848.376,-3.58,,848.376,10462.69
848.597,-51.34,,848.597,-5.22,,848.597,726.05,,848.597,118.5,,848.597,-35.22,,848.597,66.56,,848.597,12.69,,848.597,50.44,,848.597,10830.87,,848.597,-41.19,,848.597,10591.64
848.818,11.34,,848.818,64.62,,848.818,649.04,,848.818,129.24,,848.818,74.02,,848.818,45.07,,848.818,18.06,,848.818,-19.4,,848.818,10778.93,,848.818,3.58,,848.818,10516.42
849.038,14.92,,849.038,-37.46,,849.038,781.56,,849.038,18.21,,849.038,-67.46,,849.038,70.14,,849.038,59.25,,849.038,-24.77,,849.038,10662.53,,849.038,-55.52,,849.038,10564.77
849.259,-19.1,,849.259,-14.18,,849.259,747.54,,849.259,11.04,,849.259,-13.73,,849.259,45.07,,849.259,-30.3,,849.259,-44.47,,849.259,10583.73,,849.259,-121.78,,849.259,10498.51
849.48,9.55,,849.48,-35.67,,849.48,794.1,,849.48,79.1,,849.48,-4.78,,849.48,12.83,,849.48,7.31,,849.48,2.09,,849.48,10580.15,,849.48,-23.28,,849.48,10443
849.701,2.39,,849.701,18.06,,849.701,790.52,,849.701,37.91,,849.701,11.34,,849.701,91.63,,849.701,30.59,,849.701,14.63,,849.701,10727,,849.701,1.79,,849.701,10532.54
849.921,-31.64,,849.921,-48.2,,849.921,774.4,,849.921,97.01,,849.921,-37.01,,849.921,77.31,,849.921,-57.16,,849.921,-35.52,,849.921,10589.1,,849.921,-84.17,,849.921,10297.94
850.142,52.53,,850.142,16.27,,850.142,715.3,,850.142,141.78,,850.142,52.53,,850.142,97.01,,850.142,18.06,,850.142,30.74,,850.142,10352.71,,850.142,69.84,,850.142,10167.2
850.363,-2.98,,850.363,-26.71,,850.363,797.68,,850.363,156.1,,850.363,7.76,,850.363,77.31,,850.363,48.5,,850.363,-1.49,,850.363,10757.44,,850.363,-7.16,,850.363,10443
850.584,-45.97,,850.584,-66.11,,850.584,785.15,,850.584,18.21,,850.584,-15.52,,850.584,14.63,,850.584,-51.79,,850.584,3.88,,850.584,10469.11,,850.584,-39.4,,850.584,10253.16
850.804,-56.71,,850.804,35.97,,850.804,844.24,,850.804,163.27,,850.804,5.97,,850.804,61.19,,850.804,96.86,,850.804,68.35,,850.804,10610.59,,850.804,51.94,,850.804,10229.88
851.025,-88.95,,851.025,-60.74,,851.025,815.59,,851.025,109.54,,851.025,-31.64,,851.025,122.08,,851.025,95.07,,851.025,-3.28,,851.025,10444.04,,851.025,-69.84,,851.025,10177.95
851.245,43.58,,851.245,96.86,,851.245,806.64,,851.245,100.59,,851.245,77.6,,851.245,302.96,,851.245,261.62,,851.245,172.22,,851.245,10558.66,,851.245,93.13,,851.245,10254.95
851.466,-63.87,,851.466,3.73,,851.466,776.19,,851.466,39.7,,851.466,4.18,,851.466,426.52,,851.466,399.51,,851.466,181.18,,851.466,10427.92,,851.466,42.98,,851.466,10045.42
851.687,65.07,,851.687,44.92,,851.687,835.29,,851.687,120.29,,851.687,-13.73,,851.687,759.63,,851.687,764.85,,851.687,360.26,,851.687,10298.98,,851.687,112.82,,851.687,9993.49
851.907,-44.17,,851.907,-62.53,,851.907,803.05,,851.907,-3.28,,851.907,14.92,,851.907,1234.21,,851.907,1031.69,,851.907,693.36,,851.907,10186.16,,851.907,105.66,,851.907,9929.02
852.128,0.6,,852.128,-71.49,,852.128,828.13,,852.128,109.54,,852.128,91.93,,852.128,1905.78,,852.128,1744.45,,852.128,1044.37,,852.128,10297.19,,852.128,180.88,,852.128,10034.68
852.348,9.55,,852.348,-10.6,,852.348,745.75,,852.348,0.3,,852.348,18.51,,852.348,2380.36,,852.348,2149.19,,852.348,1282.56,,852.348,10372.41,,852.348,200.58,,852.348,10181.53
852.569,-1.19,,852.569,10.89,,852.569,761.86,,852.569,116.7,,852.569,45.37,,852.569,2917.62,,852.569,2491.25,,852.569,1479.55,,852.569,10256,,852.569,354.59,,852.569,9807.24
852.789,-8.36,,852.789,-42.83,,852.789,792.31,,852.789,25.37,,852.789,36.41,,852.789,3180.88,,852.789,2702.57,,852.789,1608.5,,852.789,10266.74,,852.789,275.79,,852.789,10029.3
853.009,2.39,,853.009,14.48,,853.009,847.83,,853.009,62.98,,853.009,65.07,,853.009,2957.02,,853.009,2659.59,,853.009,1506.42,,853.009,10110.94,,853.009,275.79,,853.009,9853.8
853.23,63.28,,853.23,30.59,,853.23,763.66,,853.23,70.14,,853.23,14.92,,853.23,2507.51,,853.23,2339.02,,853.23,1459.86,,853.23,10209.44,,853.23,309.82,,853.23,9916.48
853.45,-42.38,,853.45,-14.18,,853.45,851.41,,853.45,18.21,,853.45,70.44,,853.45,2190.53,,853.45,2108,,853.45,1221.67,,853.45,10153.92,,853.45,279.38,,853.45,9875.29
853.671,34.62,,853.671,-7.01,,853.671,851.41,,853.671,48.65,,853.671,45.37,,853.671,1925.48,,853.671,1796.39,,853.671,1112.43,,853.671,10152.13,,853.671,281.17,,853.671,9638.9
853.891,2.39,,853.891,-15.97,,853.891,774.4,,853.891,37.91,,853.891,22.09,,853.891,1680.13,,853.891,1594.02,,853.891,836.63,,853.891,9892.45,,853.891,213.11,,853.891,9882.45
854.111,-35.22,,854.111,62.83,,854.111,812.01,,854.111,-14.03,,854.111,72.23,,854.111,1590.59,,854.111,1436.42,,854.111,824.1,,854.111,10094.82,,854.111,209.53,,854.111,9884.24
854.332,2.39,,854.332,-17.76,,854.332,674.11,,854.332,28.95,,854.332,0.6,,854.332,1372.1,,854.332,1253.76,,854.332,772.16,,854.332,10150.34,,854.332,180.88,,854.332,9843.05
854.552,-29.85,,854.552,-15.97,,854.552,659.79,,854.552,84.47,,854.552,-49.55,,854.552,1182.27,,854.552,1128.4,,854.552,711.27,,854.552,10091.24,,854.552,179.09,,854.552,9809.03
854.772,-11.94,,854.772,-15.97,,854.772,616.8,,854.772,-14.03,,854.772,34.62,,854.772,1142.87,,854.772,990.5,,854.772,487.41,,854.772,9906.78,,854.772,102.08,,854.772,9647.85
854.992,-81.78,,854.992,-51.79,,854.992,554.12,,854.992,-15.82,,854.992,14.92,,854.992,861.71,,854.992,823.95,,854.992,478.46,,854.992,9609.5,,854.992,100.29,,854.992,9329.08
855.213,-47.76,,855.213,37.76,,855.213,582.78,,855.213,11.04,,855.213,32.83,,855.213,845.59,,855.213,558.9,,855.213,294,,855.213,9888.87,,855.213,66.26,,855.213,9529.65
855.433,18.51,,855.433,-7.01,,855.433,500.4,,855.433,0.3,,855.433,7.76,,855.433,557.26,,855.433,510.55,,855.433,224.16,,855.433,9835.15,,855.433,98.5,,855.433,9656.8
855.653,13.13,,855.653,12.69,,855.653,554.12,,855.653,50.44,,855.653,-10.15,,855.653,365.64,,855.653,304.6,,855.653,193.71,,855.653,9675.76,,855.653,161.18,,855.653,9395.34
855.873,-110.44,,855.873,37.76,,855.873,486.07,,855.873,82.68,,855.873,18.51,,855.873,256.39,,855.873,272.36,,855.873,104.17,,855.873,9577.26,,855.873,59.1,,855.873,9511.74
856.093,-85.36,,856.093,-37.46,,856.093,489.65,,856.093,-31.94,,856.093,-13.73,,856.093,274.3,,856.093,77.16,,856.093,30.74,,856.093,9722.32,,856.093,25.07,,856.093,9477.72
856.313,-2.98,,856.313,28.8,,856.313,478.91,,856.313,95.21,,856.313,2.39,,856.313,165.06,,856.313,98.65,,856.313,93.42,,856.313,9643.52,,856.313,87.75,,856.313,9481.3
856.533,36.41,,856.533,80.74,,856.533,545.17,,856.533,89.84,,856.533,104.47,,856.533,129.24,,856.533,179.24,,856.533,50.44,,856.533,9448.32,,856.533,89.54,,856.533,9484.88
856.753,-33.43,,856.753,1.94,,856.753,407.27,,856.753,61.19,,856.753,41.79,,856.753,136.4,,856.753,86.11,,856.753,86.26,,856.753,9725.9,,856.753,91.33,,856.753,9543.98
856.974,18.51,,856.974,-7.01,,856.974,505.77,,856.974,-15.82,,856.974,81.19,,856.974,68.35,,856.974,69.99,,856.974,-55.22,,856.974,9423.25,,856.974,-55.52,,856.974,9343.4
857.194,34.62,,857.194,1.94,,857.194,443.09,,857.194,77.31,,857.194,54.32,,857.194,2.09,,857.194,37.76,,857.194,111.33,,857.194,9462.64,,857.194,-30.44,,857.194,9409.66
857.414,-96.11,,857.414,-62.53,,857.414,373.25,,857.414,-30.15,,857.414,81.19,,857.414,-21.19,,857.414,-41.04,,857.414,54.02,,857.414,9476.97,,857.414,-55.52,,857.414,9096.26
857.634,-11.94,,857.634,-17.76,,857.634,324.89,,857.634,12.83,,857.634,48.95,,857.634,7.46,,857.634,-26.71,,857.634,46.86,,857.634,9369.52,,857.634,-44.77,,857.634,9212.67
857.854,61.49,,857.854,-14.18,,857.854,487.86,,857.854,77.31,,857.854,140.28,,857.854,111.33,,857.854,27.01,,857.854,46.86,,857.854,9493.09,,857.854,10.75,,857.854,9370.27
858.073,-53.13,,858.073,23.43,,858.073,348.17,,858.073,82.68,,858.073,66.86,,858.073,2.09,,858.073,-44.62,,858.073,3.88,,858.073,9321.17,,858.073,-8.95,,858.073,9058.65
858.293,-83.57,,858.293,-53.58,,858.293,358.92,,858.293,28.95,,858.293,-29.85,,858.293,-15.82,,858.293,-110.88,,858.293,-37.31,,858.293,9369.52,,858.293,-75.22,,858.293,9164.32
858.513,-6.57,,858.513,-3.43,,858.513,400.11,,858.513,-21.19,,858.513,2.39,,858.513,7.46,,858.513,-14.18,,858.513,34.32,,858.513,9333.7,,858.513,-37.61,,858.513,9189.39
858.733,-35.22,,858.733,-92.98,,858.733,428.76,,858.733,-3.28,,858.733,-6.57,,858.733,89.84,,858.733,10.89,,858.733,41.49,,858.733,9158.2,,858.733,-96.71,,858.733,9105.22
858.953,11.34,,858.953,-33.88,,858.953,414.44,,858.953,54.02,,858.953,-37.01,,858.953,34.32,,858.953,-33.88,,858.953,-12.24,,858.953,9247.74,,858.953,-91.33,,858.953,8908.22
859.173,14.92,,859.173,7.31,,859.173,520.1,,859.173,98.8,,859.173,38.21,,859.173,95.21,,859.173,44.92,,859.173,73.72,,859.173,9530.7,,859.173,57.31,,859.173,9214.46
859.393,-13.73,,859.393,-3.43,,859.393,482.49,,859.393,32.53,,859.393,-42.38,,859.393,54.02,,859.393,-89.39,,859.393,9.25,,859.393,9197.6,,859.393,-80.59,,859.393,8904.64
859.612,-37.01,,859.612,46.71,,859.612,495.03,,859.612,28.95,,859.612,34.62,,859.612,-17.61,,859.612,-5.22,,859.612,-73.13,,859.612,9050.75,,859.612,7.16,,859.612,8931.5
859.832,-62.08,,859.832,-66.11,,859.832,430.55,,859.832,-22.98,,859.832,-78.2,,859.832,-51.64,,859.832,-96.56,,859.832,-130.43,,859.832,9027.46,,859.832,-12.54,,859.832,8772.12
860.052,-13.73,,860.052,-28.5,,860.052,423.39,,860.052,123.87,,860.052,68.65,,860.052,-14.03,,860.052,28.8,,860.052,-17.61,,860.052,9086.56,,860.052,59.1,,860.052,8845.54
860.272,31.04,,860.272,73.57,,860.272,606.06,,860.272,129.24,,860.272,13.13,,860.272,37.91,,860.272,-53.58,,860.272,-10.45,,860.272,8973.74,,860.272,-39.4,,860.272,8890.31
860.491,84.77,,860.491,53.88,,860.491,546.96,,860.491,48.65,,860.491,61.49,,860.491,9.25,,860.491,-14.18,,860.491,93.42,,860.491,9151.03,,860.491,17.91,,860.491,8926.13
860.711,-126.55,,860.711,-89.39,,860.711,672.32,,860.711,-14.03,,860.711,-28.06,,860.711,-1.49,,860.711,-32.09,,860.711,-12.24,,860.711,8905.68,,860.711,-93.13,,860.711,8949.41
860.931,-49.55,,860.931,-33.88,,860.931,700.98,,860.931,104.17,,860.931,29.25,,860.931,32.53,,860.931,-28.5,,860.931,-15.82,,860.931,9143.87,,860.931,-12.54,,860.931,8988.81
861.15,56.11,,861.15,23.43,,861.15,743.96,,861.15,52.23,,861.15,-1.19,,861.15,71.93,,861.15,-15.97,,861.15,-15.82,,861.15,8962.99,,861.15,-8.95,,861.15,8773.91
861.37,-35.22,,861.37,-39.25,,861.37,727.84,,861.37,129.24,,861.37,-6.57,,861.37,-30.15,,861.37,25.22,,861.37,-26.56,,861.37,9009.56,,861.37,-59.1,,861.37,8782.86
861.59,-22.68,,861.59,21.64,,861.59,751.12,,861.59,86.26,,861.59,56.11,,861.59,52.23,,861.59,16.27,,861.59,46.86,,861.59,8984.48,,861.59,37.61,,861.59,8550.05
861.809,40,,861.809,32.38,,861.809,867.53,,861.809,61.19,,861.809,29.25,,861.809,32.53,,861.809,-96.56,,861.809,-31.94,,861.809,9211.92,,861.809,-14.33,,861.809,8990.6
862.029,-54.92,,862.029,-24.92,,862.029,835.29,,862.029,123.87,,862.029,50.74,,862.029,88.05,,862.029,27.01,,862.029,-26.56,,862.029,8758.83,,862.029,-26.86,,862.029,8648.55
862.248,16.71,,862.248,32.38,,862.248,835.29,,862.248,9.25,,862.248,4.18,,862.248,-42.68,,862.248,-44.62,,862.248,-12.24,,862.248,8825.1,,862.248,-75.22,,862.248,8655.71
862.468,38.21,,862.468,7.31,,862.468,1028.7,,862.468,86.26,,862.468,125.96,,862.468,75.51,,862.468,86.11,,862.468,28.95,,862.468,8891.36,,862.468,118.2,,862.468,8793.61
862.687,-51.34,,862.687,-30.3,,862.687,957.07,,862.687,150.73,,862.687,7.76,,862.687,27.16,,862.687,21.64,,862.687,62.98,,862.687,8828.68,,862.687,-77.01,,862.687,8677.2
862.907,-45.97,,862.907,18.06,,862.907,1087.8,,862.907,131.03,,862.907,22.09,,862.907,2.09,,862.907,28.8,,862.907,-87.45,,862.907,8814.35,,862.907,-75.22,,862.907,8514.23
863.126,118.79,,863.126,-10.6,,863.126,1390.46,,863.126,113.12,,863.126,57.9,,863.126,105.96,,863.126,66.41,,863.126,82.68,,863.126,8866.29,,863.126,116.41,,863.126,8829.42
863.346,-20.89,,863.346,-35.67,,863.346,1257.94,,863.346,105.96,,863.346,-8.36,,863.346,39.7,,863.346,-26.71,,863.346,11.04,,863.346,8807.19,,863.346,-19.7,,863.346,8482
863.565,-13.73,,863.565,-8.81,,863.565,1311.66,,863.565,64.77,,863.565,-4.78,,863.565,12.83,,863.565,34.18,,863.565,-74.92,,863.565,8588.7,,863.565,-84.17,,863.565,8440.81
863.785,-40.59,,863.785,-55.37,,863.785,1422.69,,863.785,104.17,,863.785,79.4,,863.785,79.1,,863.785,1.94,,863.785,-33.73,,863.785,8658.55,,863.785,34.03,,863.785,8374.54
864.004,-60.29,,864.004,0.15,,864.004,1476.42,,864.004,120.29,,864.004,0.6,,864.004,-26.56,,864.004,-37.46,,864.004,9.25,,864.004,8640.64,,864.004,-109.24,,864.004,8276.05
864.223,-17.31,,864.223,28.8,,864.223,1596.41,,864.223,179.39,,864.223,14.92,,864.223,21.79,,864.223,-46.41,,864.223,2.09,,864.223,8332.61,,864.223,-12.54,,864.223,8344.1
864.443,-8.36,,864.443,-55.37,,864.443,1759.38,,864.443,82.68,,864.443,129.54,,864.443,-5.07,,864.443,10.89,,864.443,-5.07,,864.443,8626.31,,864.443,-69.84,,864.443,8385.29
864.662,-15.52,,864.662,9.1,,864.662,1911.6,,864.662,136.4,,864.662,181.47,,864.662,-3.28,,864.662,66.41,,864.662,30.74,,864.662,8517.07,,864.662,-19.7,,864.662,8224.11
864.881,-38.8,,864.881,35.97,,864.881,1942.05,,864.881,163.27,,864.881,75.81,,864.881,11.04,,864.881,-21.34,,864.881,0.3,,864.881,8447.22,,864.881,3.58,,864.881,8345.89
865.1,7.76,,865.1,1.94,,865.1,2026.22,,865.1,150.73,,865.1,172.52,,865.1,34.32,,865.1,9.1,,865.1,-82.08,,865.1,8527.81,,865.1,-53.73,,865.1,8130.99
865.32,29.25,,865.32,-37.46,,865.32,2293.06,,865.32,157.89,,865.32,111.63,,865.32,-3.28,,865.32,-57.16,,865.32,-21.19,,865.32,8481.25,,865.32,-87.75,,865.32,8311.86
865.539,-44.17,,865.539,-57.16,,865.539,2310.97,,865.539,52.23,,865.539,-2.98,,865.539,5.67,,865.539,-57.16,,865.539,21.79,,865.539,8345.14,,865.539,-98.5,,865.539,8218.74
865.758,113.42,,865.758,118.35,,865.758,2464.98,,865.758,161.48,,865.758,177.89,,865.758,20,,865.758,35.97,,865.758,-31.94,,865.758,8463.34,,865.758,12.54,,865.758,8138.15
865.977,4.18,,865.977,23.43,,865.977,2434.53,,865.977,197.29,,865.977,109.84,,865.977,23.58,,865.977,-19.55,,865.977,-6.86,,865.977,8452.6,,865.977,-19.7,,865.977,8073.68
866.196,-15.52,,866.196,-53.58,,866.196,2522.29,,866.196,86.26,,866.196,29.25,,866.196,43.28,,866.196,53.88,,866.196,12.83,,866.196,8375.59,,866.196,-1.79,,866.196,8062.93
866.416,-54.92,,866.416,-15.97,,866.416,2516.91,,866.416,118.5,,866.416,-8.36,,866.416,98.8,,866.416,148.79,,866.416,104.17,,866.416,8209.04,,866.416,0,,866.416,8134.57
866.635,-87.16,,866.635,-26.71,,866.635,2633.32,,866.635,120.29,,866.635,70.44,,866.635,233.11,,866.635,141.63,,866.635,111.33,,866.635,8183.97,,866.635,-1.79,,866.635,8102.33
866.854,-22.68,,866.854,-10.6,,866.854,2688.84,,866.854,174.01,,866.854,0.6,,866.854,390.71,,866.854,263.41,,866.854,84.47,,866.854,8221.57,,866.854,68.05,,866.854,7869.52
867.073,86.56,,867.073,-71.49,,867.073,2679.88,,867.073,102.38,,867.073,23.88,,867.073,431.9,,867.073,351.16,,867.073,265.35,,867.073,8248.44,,867.073,-51.94,,867.073,8216.95
867.292,-62.08,,867.292,-71.49,,867.292,2541.99,,867.292,111.33,,867.292,-31.64,,867.292,422.94,,867.292,351.16,,867.292,138.2,,867.292,8126.66,,867.292,-75.22,,867.292,7932.2
867.511,22.09,,867.511,5.52,,867.511,2516.91,,867.511,174.01,,867.511,-6.57,,867.511,526.81,,867.511,367.28,,867.511,238.48,,867.511,8355.89,,867.511,21.49,,867.511,8071.89
867.73,2.39,,867.73,89.69,,867.73,2350.36,,867.73,157.89,,867.73,-2.98,,867.73,424.73,,867.73,374.44,,867.73,274.3,,867.73,8074.72,,867.73,42.98,,867.73,7772.81
867.949,59.7,,867.949,7.31,,867.949,2563.48,,867.949,256.39,,867.949,104.47,,867.949,424.73,,867.949,370.86,,867.949,259.97,,867.949,8196.5,,867.949,77.01,,867.949,7914.29
868.168,2.39,,868.168,9.1,,868.168,2538.41,,868.168,134.61,,868.168,13.13,,868.168,302.96,,868.168,191.77,,868.168,204.46,,868.168,8035.32,,868.168,-7.16,,868.168,7855.19
868.387,14.92,,868.387,77.16,,868.387,2525.87,,868.387,202.67,,868.387,124.17,,868.387,304.75,,868.387,309.97,,868.387,182.97,,868.387,8081.89,,868.387,-23.28,,868.387,7822.96
868.606,-4.78,,868.606,9.1,,868.606,2692.42,,868.606,209.83,,868.606,93.72,,868.606,227.74,,868.606,283.11,,868.606,64.77,,868.606,7999.51,,868.606,17.91,,868.606,7767.44
868.825,14.92,,868.825,-32.09,,868.825,2627.95,,868.825,179.39,,868.825,84.77,,868.825,263.56,,868.825,179.24,,868.825,122.08,,868.825,8187.55,,868.825,68.05,,868.825,7812.21
869.044,14.92,,869.044,30.59,,869.044,2633.32,,869.044,157.89,,869.044,88.35,,869.044,220.58,,869.044,163.12,,869.044,143.57,,869.044,8047.86,,869.044,50.14,,869.044,7717.3
869.262,14.92,,869.262,18.06,,869.262,2610.04,,869.262,179.39,,869.262,136.7,,869.262,231.32,,869.262,188.19,,869.262,163.27,,869.262,7845.49,,869.262,82.38,,869.262,7710.13
869.481,-137.3,,869.481,-66.11,,869.481,2618.99,,869.481,34.32,,869.481,124.17,,869.481,127.45,,869.481,100.44,,869.481,-44.47,,869.481,8004.88,,869.481,-82.38,,869.481,7504.18
869.7,-10.15,,869.7,-24.92,,869.7,2704.96,,869.7,148.94,,869.7,104.47,,869.7,154.31,,869.7,143.42,,869.7,61.19,,869.7,7970.85,,869.7,34.03,,869.7,7608.05
869.919,-4.78,,869.919,32.38,,869.919,2694.21,,869.919,175.8,,869.919,57.9,,869.919,147.15,,869.919,102.23,,869.919,172.22,,869.919,7886.68,,869.919,26.86,,869.919,7638.5
870.138,-40.59,,870.138,7.31,,870.138,2712.12,,870.138,100.59,,870.138,77.6,,870.138,165.06,,870.138,77.16,,870.138,61.19,,870.138,7856.24,,870.138,-25.07,,870.138,7654.61
870.356,27.46,,870.356,-17.76,,870.356,2592.13,,870.356,132.82,,870.356,86.56,,870.356,30.74,,870.356,46.71,,870.356,34.32,,870.356,7789.97,,870.356,-8.95,,870.356,7482.69
870.575,2.39,,870.575,1.94,,870.575,2404.09,,870.575,168.64,,870.575,41.79,,870.575,86.26,,870.575,62.83,,870.575,70.14,,870.575,7770.27,,870.575,-19.7,,870.575,7599.1
870.794,-56.71,,870.794,50.29,,870.794,2382.6,,870.794,147.15,,870.794,48.95,,870.794,34.32,,870.794,27.01,,870.794,5.67,,870.794,7741.62,,870.794,17.91,,870.794,7532.84
871.013,4.18,,871.013,-14.18,,871.013,2248.28,,871.013,102.38,,871.013,11.34,,871.013,5.67,,871.013,-21.34,,871.013,-35.52,,871.013,7653.87,,871.013,-53.73,,871.013,7428.97
871.231,-42.38,,871.231,-51.79,,871.231,2271.57,,871.231,50.44,,871.231,79.4,,871.231,-49.85,,871.231,-33.88,,871.231,-15.82,,871.231,7573.28,,871.231,-51.94,,871.231,7430.76
871.45,34.62,,871.45,39.55,,871.45,2400.51,,871.45,109.54,,871.45,68.65,,871.45,27.16,,871.45,-7.01,,871.45,16.42,,871.45,7673.57,,871.45,-25.07,,871.45,7348.38
871.668,32.83,,871.668,-17.76,,871.668,2371.85,,871.668,174.01,,871.668,79.4,,871.668,32.53,,871.668,62.83,,871.668,-51.64,,871.668,7601.93,,871.668,-19.7,,871.668,7334.05
871.887,27.46,,871.887,-26.71,,871.887,2493.63,,871.887,170.43,,871.887,68.65,,871.887,25.37,,871.887,59.25,,871.887,80.89,,871.887,7687.9,,871.887,34.03,,871.887,7466.57
872.106,22.09,,872.106,-15.97,,872.106,2235.75,,872.106,88.05,,872.106,9.55,,872.106,-74.92,,872.106,-41.04,,872.106,36.12,,872.106,7541.04,,872.106,-127.15,,872.106,7432.55
